codi,nom,slug,coordenades.latitud,coordenades.longitud,comarca.codi,comarca.nom
171447,Regencós,,41.95285504100007,3.1718802360000407,10,Baix Empordà
081799,Rellinars,,41.637431147000015,1.9107749430000187,40,Vallès Occidental
431227,Renau,,41.22533836000007,1.311238469999848,36,Tarragonès
431233,Reus,,41.155016387000046,1.1084919679996612,8,Baix Camp
251832,Rialp,,42.443985096000056,1.1359929319997004,26,Pallars Sobirà
431251,Riba-roja d'Ebre,,41.25092506400006,0.48765755799713995,30,Ribera d'Ebre
259059,Ribera d'Ondara,,41.62771707600006,1.341908076999869,32,Segarra
251850,Ribera d'Urgellet,,42.31268836700007,1.3827811379999155,4,Alt Urgell
171450,Ribes de Freser,,42.306312153000064,2.167926705000061,31,Ripollès
171463,Riells i Viabrea,,41.725287330000064,2.5576233360000544,34,Selva
251863,Riner,,41.91463776700004,1.5245761469999888,35,Solsonès
171479,Ripoll,,42.20104760600003,2.1907531800000486,31,Ripollès
081803,Ripollet,,41.49650163200004,2.153492010000026,40,Vallès Occidental
171485,Riudarenes,,41.82193822800007,2.7165052850000304,34,Selva
171498,Riudaura,,42.188457480000054,2.4075731050000306,19,Garrotxa
431270,Riudecanyes,,41.13001980500005,0.9609541889993813,8,Baix Camp
259139,Riu de Cerdanya,,42.34555484900005,1.826271678000048,15,Cerdanya
431286,Riudecols,,41.168862355000044,0.976253799999408,8,Baix Camp
171501,Riudellots de la Selva,,41.89319249400005,2.803237748000063,34,Selva
431299,Riudoms,,41.137683402000036,1.0508708569995664,8,Baix Camp
171518,Riumors,,42.22682951900003,3.043026927000019,2,Alt Empordà
431303,Rocafort de Queralt,,41.47753985200005,1.280961475999868,16,Conca de Barberà
431310,Roda de Berà,,41.186001974000064,1.4569261849999402,36,Tarragonès
081831,Roda de Ter,,41.980805566000065,2.3094915910000307,24,Osona
431325,Rodonyà,,41.280036577000025,1.3990370979999347,1,Alt Camp
431331,Roquetes,,40.81838248900003,0.5030111569971819,9,Baix Ebre
171523,Roses,,42.263408486000046,3.174927345000063,2,Alt Empordà
251898,Rosselló,,41.69579487400005,0.5960237489980134,33,Segrià
081846,Rubí,,41.49348467200008,2.031335057000023,40,Vallès Occidental
081859,Rubió,,41.644644088000064,1.570183863999996,6,Anoia
171539,Rupià,,42.02043561400006,3.010647601000065,10,Baix Empordà
089019,Rupit i Pruit,,42.02330972000004,2.4646581600000474,24,Osona
081878,Sabadell,,41.546378034000035,2.1085519240000288,40,Vallès Occidental
081884,Sagàs,,42.050834226000056,1.9616030570000336,14,Berguedà
251902,Salàs de Pallars,,42.21254512400002,0.931464894999359,25,Pallars Jussà
081901,Saldes,,42.22932023000004,1.7361473730000216,14,Berguedà
171544,Sales de Llierca,,42.23606904900002,2.6501268420000117,19,Garrotxa
081918,Sallent,,41.82406284300003,1.8946746870000026,7,Bages
431359,Salomó,,41.229011230000005,1.374788776999905,36,Tarragonès
439057,Salou,,41.08117673600003,1.1335657719996826,36,Tarragonès
171557,Salt,,41.97505395000007,2.792056074000063,20,Gironès
251919,Sanaüja,,41.87578021300004,1.3095060689998885,32,Segarra
431384,Santa Bàrbara,,40.71434448800004,0.4928280189970691,22,Montsià
082439,Santa Cecília de Voltregà,,41.992821729000056,2.2223010450000427,24,Osona
082444,Santa Coloma de Cervelló,,41.36897282200003,2.016180071000053,11,Baix Llobregat
171805,Santa Coloma de Farners,,41.86149583500002,2.662775243000046,34,Selva
082457,Santa Coloma de Gramenet,,41.452149346000056,2.2079344680000665,13,Barcelonès
431397,Santa Coloma de Queralt,,41.53238303600004,1.3833015899998944,16,Conca de Barberà
